Time - Plot 0,Amplitude - Plot 0,Time - Plot 1,Amplitude - Plot 1,,,,
0,-0.4,0,0,,,,
1.00E-07,-0.6,1.00E-07,-0.2,,,,4d
2.00E-07,-0.8,2.00E-07,0,,,,waveform as a function of time
3.00E-07,-0.8,3.00E-07,-0.6,,,,
4.00E-07,-0.8,4.00E-07,-0.6,,,,
5.00E-07,-0.6,5.00E-07,-0.4,,,,
6.00E-07,-1,6.00E-07,0.2,,,,
7.00E-07,-0.6,7.00E-07,0.2,,,,
8.00E-07,-0.8,8.00E-07,0.2,,,,
9.00E-07,-1,9.00E-07,0.2,,,,
1.00E-06,-0.6,1.00E-06,0.4,,,,
1.10E-06,-0.6,1.10E-06,0.2,,,,
1.20E-06,-1,1.20E-06,0,,,,
1.30E-06,-0.8,1.30E-06,0.2,,,,
1.40E-06,-1,1.40E-06,0,,,,
1.50E-06,-1.2,1.50E-06,0,,,,
1.60E-06,-0.8,1.60E-06,0.2,,,,
1.70E-06,-0.4,1.70E-06,0.2,,,,
1.80E-06,-0.6,1.80E-06,0,,,,
1.90E-06,-0.8,1.90E-06,0.2,,,,
2.00E-06,-1,2.00E-06,0,,,,
2.10E-06,-1.2,2.10E-06,0.2,,,,
2.20E-06,-0.6,2.20E-06,0.4,,,,
2.30E-06,-0.8,2.30E-06,0.4,,,,
2.40E-06,-0.8,2.40E-06,0.2,,,,
2.50E-06,-1,2.50E-06,0.2,,,,
2.60E-06,-0.8,2.60E-06,0.2,,,,
2.70E-06,-1,2.70E-06,0.2,,,,
2.80E-06,-0.8,2.80E-06,0.4,,,,
2.90E-06,-1,2.90E-06,0.6,,,,
3.00E-06,-1,3.00E-06,0.2,,,,
3.10E-06,-1,3.10E-06,0.4,,,,
3.20E-06,-1,3.20E-06,0.4,,,,
3.30E-06,-0.6,3.30E-06,0.2,,,,
3.40E-06,-1,3.40E-06,0.4,,,,
3.50E-06,-1,3.50E-06,0.4,,,,
3.60E-06,-1,3.60E-06,0.4,,,,
3.70E-06,-0.8,3.70E-06,0.2,,,,
3.80E-06,-1,3.80E-06,0.4,,,,
3.90E-06,-1,3.90E-06,0.6,,,,
4.00E-06,-1,4.00E-06,0.6,,,,
4.10E-06,-1.2,4.10E-06,1,,,,
4.20E-06,-1,4.20E-06,0.6,,,,
4.30E-06,-0.6,4.30E-06,0.8,,,,
4.40E-06,-1.2,4.40E-06,0.4,,,,
4.50E-06,-1,4.50E-06,0.6,,,,
4.60E-06,-1,4.60E-06,0.8,,,,
4.70E-06,-1,4.70E-06,0.8,,,,
4.80E-06,-1,4.80E-06,0.8,,,,
4.90E-06,-0.8,4.90E-06,0.8,,,,
5.00E-06,-1,5.00E-06,0.8,,,,
5.10E-06,-0.6,5.10E-06,0.8,,,,
5.20E-06,-0.8,5.20E-06,0.8,,,,
5.30E-06,-0.8,5.30E-06,0.8,,,,
5.40E-06,-1.2,5.40E-06,1,,,,
5.50E-06,-0.8,5.50E-06,1,,,,
5.60E-06,-1,5.60E-06,1.2,,,,
5.70E-06,-1,5.70E-06,1,,,,
5.80E-06,-0.8,5.80E-06,1,,,,
5.90E-06,-0.8,5.90E-06,1,,,,
6.00E-06,-1,6.00E-06,1,,,,
6.10E-06,-1,6.10E-06,1.2,,,,
6.20E-06,-0.8,6.20E-06,1,,,,
6.30E-06,-1,6.30E-06,1.2,,,,
6.40E-06,-0.8,6.40E-06,1.2,,,,
6.50E-06,-1,6.50E-06,1.2,,,,
6.60E-06,-1,6.60E-06,1.2,,,,
6.70E-06,-0.8,6.70E-06,1,,,,
6.80E-06,-0.8,6.80E-06,1.2,,,,
6.90E-06,-1,6.90E-06,1.4,,,,
7.00E-06,-0.8,7.00E-06,1.2,,,,
7.10E-06,-0.8,7.10E-06,1.2,,,,
7.20E-06,-0.8,7.20E-06,1.4,,,,
7.30E-06,-0.8,7.30E-06,1.6,,,,
7.40E-06,-1,7.40E-06,1.8,,,,
7.50E-06,-1,7.50E-06,1.8,,,,
7.60E-06,-0.8,7.60E-06,1.6,,,,
7.70E-06,-0.8,7.70E-06,1.6,,,,
7.80E-06,-0.8,7.80E-06,1.8,,,,
7.90E-06,-0.8,7.90E-06,1.4,,,,
8.00E-06,-0.6,8.00E-06,1.6,,,,
8.10E-06,-0.8,8.10E-06,1.6,,,,
8.20E-06,-0.6,8.20E-06,1.8,,,,
8.30E-06,-0.6,8.30E-06,2,,,,
8.40E-06,-0.8,8.40E-06,1.8,,,,
8.50E-06,-0.6,8.50E-06,1.6,,,,
8.60E-06,-0.6,8.60E-06,1.8,,,,
8.70E-06,-0.6,8.70E-06,1.4,,,,
8.80E-06,-0.4,8.80E-06,2,,,,
8.90E-06,-0.6,8.90E-06,1.8,,,,
9.00E-06,-0.8,9.00E-06,1.8,,,,
9.10E-06,-0.4,9.10E-06,2,,,,
9.20E-06,-0.8,9.20E-06,2,,,,
9.30E-06,-0.8,9.30E-06,2.2,,,,
9.40E-06,-0.8,9.40E-06,2,,,,
9.50E-06,-0.6,9.50E-06,2.2,,,,
9.60E-06,-0.6,9.60E-06,2,,,,
9.70E-06,-0.4,9.70E-06,2,,,,
9.80E-06,-0.8,9.80E-06,2.2,,,,
9.90E-06,-0.4,9.90E-06,2,,,,
1.00E-05,-0.4,1.00E-05,2.2,,,,
1.01E-05,-0.2,1.01E-05,2.2,,,,
1.02E-05,-0.4,1.02E-05,1.8,,,,
1.03E-05,-0.8,1.03E-05,2,,,,
1.04E-05,-0.2,1.04E-05,2.2,,,,
1.05E-05,-0.6,1.05E-05,2.4,,,,
1.06E-05,-0.4,1.06E-05,2.4,,,,
1.07E-05,-0.2,1.07E-05,2.4,,,,
1.08E-05,-0.2,1.08E-05,2.4,,,,
1.09E-05,-0.2,1.09E-05,2.4,,,,
1.10E-05,-0.2,1.10E-05,2.4,,,,
1.11E-05,-0.6,1.11E-05,2.6,,,,
1.12E-05,-0.4,1.12E-05,2.4,,,,
1.13E-05,-0.2,1.13E-05,2.6,,,,
1.14E-05,-0.6,1.14E-05,2.6,,,,
1.15E-05,-0.2,1.15E-05,2.6,,,,
1.16E-05,0,1.16E-05,2.6,,,,
1.17E-05,0.2,1.17E-05,2.4,,,,
1.18E-05,0,1.18E-05,2.6,,,,
1.19E-05,-0.2,1.19E-05,2.6,,,,
1.20E-05,-0.2,1.20E-05,2.6,,,,
1.21E-05,0.4,1.21E-05,2.8,,,,
1.22E-05,-0.2,1.22E-05,3,,,,
1.23E-05,0,1.23E-05,2.8,,,,
1.24E-05,-0.2,1.24E-05,3,,,,
1.25E-05,-0.2,1.25E-05,3,,,,
1.26E-05,0,1.26E-05,2.8,,,,
1.27E-05,0,1.27E-05,3,,,,
1.28E-05,-0.2,1.28E-05,3,,,,
1.29E-05,0.2,1.29E-05,2.8,,,,
1.30E-05,0.2,1.30E-05,3,,,,
1.31E-05,0,1.31E-05,2.8,,,,
1.32E-05,0.2,1.32E-05,3,,,,
1.33E-05,0,1.33E-05,3,,,,
1.34E-05,0.2,1.34E-05,3,,,,
1.35E-05,0.4,1.35E-05,3,,,,
1.36E-05,0.2,1.36E-05,3,,,,
1.37E-05,0.2,1.37E-05,3,,,,
1.38E-05,0,1.38E-05,3.4,,,,
1.39E-05,0.4,1.39E-05,3,,,,
1.40E-05,0.4,1.40E-05,3.2,,,,
1.41E-05,0.2,1.41E-05,3.4,,,,
1.42E-05,0.4,1.42E-05,3.2,,,,
1.43E-05,0.6,1.43E-05,3.2,,,,
1.44E-05,0.6,1.44E-05,3.4,,,,
1.45E-05,0.6,1.45E-05,3.6,,,,
1.46E-05,0.4,1.46E-05,3.6,,,,
1.47E-05,0.4,1.47E-05,3.4,,,,
1.48E-05,0.4,1.48E-05,3.6,,,,
1.49E-05,0.6,1.49E-05,3.4,,,,
1.50E-05,0.6,1.50E-05,3.4,,,,
1.51E-05,0.6,1.51E-05,3.4,,,,
1.52E-05,1,1.52E-05,3.6,,,,
1.53E-05,0.6,1.53E-05,3.6,,,,
1.54E-05,0.8,1.54E-05,3.8,,,,
1.55E-05,0.8,1.55E-05,3.8,,,,
1.56E-05,1,1.56E-05,3.4,,,,
1.57E-05,1,1.57E-05,3.8,,,,
1.58E-05,1,1.58E-05,3.6,,,,
1.59E-05,0.8,1.59E-05,3.8,,,,
1.60E-05,1,1.60E-05,4,,,,
1.61E-05,1,1.61E-05,3.8,,,,
1.62E-05,1.2,1.62E-05,3.6,,,,
1.63E-05,1.4,1.63E-05,3.6,,,,
1.64E-05,1,1.64E-05,3.8,,,,
1.65E-05,1.4,1.65E-05,3.8,,,,
1.66E-05,1.2,1.66E-05,3.4,,,,
1.67E-05,1.6,1.67E-05,4,,,,
1.68E-05,1.2,1.68E-05,3.8,,,,
1.69E-05,1.4,1.69E-05,3.8,,,,
1.70E-05,1.6,1.70E-05,3.8,,,,
1.71E-05,1.6,1.71E-05,4,,,,
1.72E-05,1.6,1.72E-05,4.2,,,,
1.73E-05,1.8,1.73E-05,4,,,,
1.74E-05,1.6,1.74E-05,4,,,,
1.75E-05,1.6,1.75E-05,4,,,,
1.76E-05,2,1.76E-05,4.2,,,,
1.77E-05,1.6,1.77E-05,4,,,,
1.78E-05,1.8,1.78E-05,4,,,,
1.79E-05,1.8,1.79E-05,4,,,,
1.80E-05,1.8,1.80E-05,4.2,,,,
1.81E-05,1.8,1.81E-05,4,,,,
1.82E-05,2,1.82E-05,4.2,,,,
1.83E-05,1.8,1.83E-05,4,,,,
1.84E-05,2,1.84E-05,4.2,,,,
1.85E-05,2,1.85E-05,4,,,,
1.86E-05,2.2,1.86E-05,4,,,,
1.87E-05,2.4,1.87E-05,4.2,,,,
1.88E-05,2,1.88E-05,4,,,,
1.89E-05,2.2,1.89E-05,4.2,,,,
1.90E-05,2.4,1.90E-05,4.2,,,,
1.91E-05,2.4,1.91E-05,4.4,,,,
1.92E-05,2.4,1.92E-05,4.4,,,,
1.93E-05,2.4,1.93E-05,4.2,,,,
1.94E-05,2.4,1.94E-05,4.2,,,,
1.95E-05,2.4,1.95E-05,4.4,,,,
1.96E-05,2.6,1.96E-05,4.2,,,,
1.97E-05,2.4,1.97E-05,4.2,,,,
1.98E-05,2.8,1.98E-05,4.2,,,,
1.99E-05,2.8,1.99E-05,4.4,,,,
2.00E-05,2.6,2.00E-05,4.6,,,,
2.01E-05,2.8,2.01E-05,4.2,,,,
2.02E-05,2.4,2.02E-05,4.2,,,,
2.03E-05,2.8,2.03E-05,4,,,,
2.04E-05,3,2.04E-05,4.6,,,,
2.05E-05,2.8,2.05E-05,4.4,,,,
2.06E-05,3.4,2.06E-05,4.6,,,,
2.07E-05,3,2.07E-05,4.6,,,,
2.08E-05,3.4,2.08E-05,4.4,,,,
2.09E-05,3.2,2.09E-05,4.4,,,,
2.10E-05,3.2,2.10E-05,4.4,,,,
2.11E-05,3.2,2.11E-05,4.6,,,,
2.12E-05,3,2.12E-05,4.4,,,,
2.13E-05,3.2,2.13E-05,4.6,,,,
2.14E-05,3.6,2.14E-05,4.2,,,,
2.15E-05,3.8,2.15E-05,4.4,,,,
2.16E-05,3.6,2.16E-05,4.6,,,,
2.17E-05,3.6,2.17E-05,4.6,,,,
2.18E-05,3.6,2.18E-05,4.4,,,,
2.19E-05,3.6,2.19E-05,4.4,,,,
2.20E-05,3.8,2.20E-05,4.6,,,,
2.21E-05,3.6,2.21E-05,4.6,,,,
2.22E-05,3.6,2.22E-05,4.4,,,,
2.23E-05,3.8,2.23E-05,4.6,,,,
2.24E-05,3.8,2.24E-05,4.6,,,,
2.25E-05,4,2.25E-05,4.8,,,,
2.26E-05,3.8,2.26E-05,4.6,,,,
2.27E-05,3.8,2.27E-05,4.4,,,,
2.28E-05,4,2.28E-05,4.4,,,,
2.29E-05,4,2.29E-05,4.6,,,,
2.30E-05,4,2.30E-05,4.4,,,,
2.31E-05,4,2.31E-05,4.4,,,,
2.32E-05,4.2,2.32E-05,4.4,,,,
2.33E-05,4.2,2.33E-05,4.4,,,,
2.34E-05,4.4,2.34E-05,4.4,,,,
2.35E-05,4.2,2.35E-05,4.6,,,,
2.36E-05,4.2,2.36E-05,4.6,,,,
2.37E-05,4.4,2.37E-05,4.4,,,,
2.38E-05,4.2,2.38E-05,4.6,,,,
2.39E-05,4.6,2.39E-05,4.6,,,,
2.40E-05,4.6,2.40E-05,4.6,,,,
2.41E-05,4.6,2.41E-05,4.4,,,,
2.42E-05,4.8,2.42E-05,4.2,,,,
2.43E-05,4.6,2.43E-05,4.6,,,,
2.44E-05,4.6,2.44E-05,4.4,,,,
2.45E-05,4.6,2.45E-05,4.2,,,,
2.46E-05,5,2.46E-05,4.4,,,,
2.47E-05,4.8,2.47E-05,4.4,,,,
2.48E-05,5,2.48E-05,4.4,,,,
2.49E-05,5,2.49E-05,4.4,,,,
2.50E-05,5.4,2.50E-05,4,,,,
2.51E-05,5.2,2.51E-05,4.2,,,,
2.52E-05,5,2.52E-05,4.6,,,,
2.53E-05,5.2,2.53E-05,4.4,,,,
2.54E-05,5,2.54E-05,4.4,,,,
2.55E-05,5.2,2.55E-05,4.2,,,,
2.56E-05,5.6,2.56E-05,4.4,,,,
2.57E-05,5.2,2.57E-05,4,,,,
2.58E-05,5.4,2.58E-05,4.4,,,,
2.59E-05,5.2,2.59E-05,4.2,,,,
2.60E-05,5.6,2.60E-05,4.4,,,,
2.61E-05,5.4,2.61E-05,4.2,,,,
2.62E-05,5.8,2.62E-05,4.2,,,,
2.63E-05,5.2,2.63E-05,4,,,,
2.64E-05,5.8,2.64E-05,4.4,,,,
2.65E-05,5.6,2.65E-05,4,,,,
2.66E-05,5.8,2.66E-05,4.2,,,,
2.67E-05,5.6,2.67E-05,3.8,,,,
2.68E-05,6,2.68E-05,4,,,,
2.69E-05,6.2,2.69E-05,4,,,,
2.70E-05,5.8,2.70E-05,4,,,,
2.71E-05,6,2.71E-05,4,,,,
2.72E-05,6.2,2.72E-05,4,,,,
2.73E-05,6,2.73E-05,4.2,,,,
2.74E-05,6,2.74E-05,4,,,,
2.75E-05,6.2,2.75E-05,4,,,,
2.76E-05,6.2,2.76E-05,4,,,,
2.77E-05,6.2,2.77E-05,4,,,,
2.78E-05,6.2,2.78E-05,4,,,,
2.79E-05,6.4,2.79E-05,3.8,,,,
2.80E-05,6.4,2.80E-05,4.2,,,,
2.81E-05,6.6,2.81E-05,3.8,,,,
2.82E-05,6.6,2.82E-05,3.6,,,,
2.83E-05,6.4,2.83E-05,3.6,,,,
2.84E-05,6.6,2.84E-05,3.8,,,,
2.85E-05,6.4,2.85E-05,3.6,,,,
2.86E-05,6.6,2.86E-05,3.6,,,,
2.87E-05,6.6,2.87E-05,3.6,,,,
2.88E-05,6.6,2.88E-05,3.6,,,,
2.89E-05,7,2.89E-05,3.6,,,,
2.90E-05,6.8,2.90E-05,3.8,,,,
2.91E-05,6.8,2.91E-05,3.8,,,,
2.92E-05,6.8,2.92E-05,3.6,,,,
2.93E-05,7,2.93E-05,3.8,,,,
2.94E-05,6.8,2.94E-05,3.4,,,,
2.95E-05,7,2.95E-05,3.4,,,,
2.96E-05,6.8,2.96E-05,3.6,,,,
2.97E-05,7.2,2.97E-05,3.4,,,,
2.98E-05,7.2,2.98E-05,3.4,,,,
2.99E-05,7.4,2.99E-05,3.6,,,,
3.00E-05,7.4,3.00E-05,3,,,,
3.01E-05,7,3.01E-05,3.2,,,,
3.02E-05,7.2,3.02E-05,2.6,,,,
3.03E-05,7,3.03E-05,3.4,,,,
3.04E-05,7.6,3.04E-05,3.4,,,,
3.05E-05,7.6,3.05E-05,3.2,,,,
3.06E-05,7.4,3.06E-05,3.2,,,,
3.07E-05,7.8,3.07E-05,3.2,,,,
3.08E-05,7.6,3.08E-05,3.2,,,,
3.09E-05,7.6,3.09E-05,3.2,,,,
3.10E-05,7.6,3.10E-05,3,,,,
3.11E-05,7.6,3.11E-05,2.8,,,,
3.12E-05,7.6,3.12E-05,2.8,,,,
3.13E-05,7.8,3.13E-05,2.8,,,,
3.14E-05,7.6,3.14E-05,2.8,,,,
3.15E-05,8,3.15E-05,2.8,,,,
3.16E-05,7.6,3.16E-05,2.6,,,,
3.17E-05,7.6,3.17E-05,2.8,,,,
3.18E-05,7.6,3.18E-05,2.4,,,,
3.19E-05,8,3.19E-05,2.8,,,,
3.20E-05,7.8,3.20E-05,2.8,,,,
3.21E-05,7.8,3.21E-05,2.8,,,,
3.22E-05,8,3.22E-05,2.6,,,,
3.23E-05,7.8,3.23E-05,2.6,,,,
3.24E-05,7.8,3.24E-05,2.4,,,,
3.25E-05,7.8,3.25E-05,2.4,,,,
3.26E-05,8,3.26E-05,2.4,,,,
3.27E-05,8,3.27E-05,2.6,,,,
3.28E-05,8.2,3.28E-05,2.2,,,,
3.29E-05,8,3.29E-05,2.2,,,,
3.30E-05,8.2,3.30E-05,2.2,,,,
3.31E-05,8.2,3.31E-05,2.2,,,,
3.32E-05,8.2,3.32E-05,2,,,,
3.33E-05,8.4,3.33E-05,2,,,,
3.34E-05,8.2,3.34E-05,2,,,,
3.35E-05,8.4,3.35E-05,2,,,,
3.36E-05,8.4,3.36E-05,2,,,,
3.37E-05,8.2,3.37E-05,1.8,,,,
3.38E-05,8.6,3.38E-05,2,,,,
3.39E-05,8.4,3.39E-05,2,,,,
3.40E-05,8.8,3.40E-05,1.6,,,,
3.41E-05,8.6,3.41E-05,1.8,,,,
3.42E-05,8.6,3.42E-05,1.8,,,,
3.43E-05,8.6,3.43E-05,1.8,,,,
3.44E-05,8.6,3.44E-05,1.6,,,,
3.45E-05,8.6,3.45E-05,1.6,,,,
3.46E-05,8.6,3.46E-05,1.6,,,,
3.47E-05,8.6,3.47E-05,1.4,,,,
3.48E-05,8.6,3.48E-05,1.2,,,,
3.49E-05,8.8,3.49E-05,1.4,,,,
3.50E-05,8.6,3.50E-05,1.2,,,,
3.51E-05,8.4,3.51E-05,1.2,,,,
3.52E-05,8.8,3.52E-05,1.6,,,,
3.53E-05,8.6,3.53E-05,1.2,,,,
3.54E-05,8.8,3.54E-05,1.2,,,,
3.55E-05,9,3.55E-05,1.2,,,,
3.56E-05,8.8,3.56E-05,1,,,,
3.57E-05,8.6,3.57E-05,1.2,,,,
3.58E-05,8.8,3.58E-05,1,,,,
3.59E-05,8.6,3.59E-05,0.8,,,,
3.60E-05,8.6,3.60E-05,0.8,,,,
3.61E-05,9.2,3.61E-05,1,,,,
3.62E-05,8.8,3.62E-05,0.6,,,,
3.63E-05,9,3.63E-05,0.4,,,,
3.64E-05,9,3.64E-05,0.4,,,,
3.65E-05,9.2,3.65E-05,0.6,,,,
3.66E-05,8.8,3.66E-05,0.6,,,,
3.67E-05,8.8,3.67E-05,0.4,,,,
3.68E-05,9,3.68E-05,0.2,,,,
3.69E-05,8.8,3.69E-05,0.4,,,,
3.70E-05,8.8,3.70E-05,0.6,,,,
3.71E-05,9,3.71E-05,0.6,,,,
3.72E-05,8.8,3.72E-05,0.4,,,,
3.73E-05,9,3.73E-05,0.4,,,,
3.74E-05,9.2,3.74E-05,0.4,,,,
3.75E-05,9,3.75E-05,0.2,,,,
3.76E-05,9,3.76E-05,0,,,,
3.77E-05,9,3.77E-05,0,,,,
3.78E-05,8.8,3.78E-05,-0.2,,,,
3.79E-05,9,3.79E-05,0.2,,,,
3.80E-05,9,3.80E-05,0,,,,
3.81E-05,9.2,3.81E-05,-0.2,,,,
3.82E-05,9.2,3.82E-05,-0.4,,,,
3.83E-05,9,3.83E-05,-0.2,,,,
3.84E-05,9.2,3.84E-05,-0.8,,,,
3.85E-05,9.2,3.85E-05,-0.2,,,,
3.86E-05,9,3.86E-05,-0.4,,,,
3.87E-05,9.2,3.87E-05,-0.4,,,,
3.88E-05,9.2,3.88E-05,-0.4,,,,
3.89E-05,9,3.89E-05,-0.6,,,,
3.90E-05,9,3.90E-05,-0.4,,,,
3.91E-05,9.2,3.91E-05,-1,,,,
3.92E-05,9.2,3.92E-05,-0.6,,,,
3.93E-05,9.2,3.93E-05,-0.8,,,,
3.94E-05,9.2,3.94E-05,-1,,,,
3.95E-05,9,3.95E-05,-0.8,,,,
3.96E-05,9.4,3.96E-05,-1,,,,
3.97E-05,9.4,3.97E-05,-1.4,,,,
3.98E-05,9.4,3.98E-05,-0.8,,,,
3.99E-05,9.2,3.99E-05,-1.4,,,,
4.00E-05,8.6,4.00E-05,-1.6,,,,
4.01E-05,9,4.01E-05,-1.8,,,,
4.02E-05,9.2,4.02E-05,-1.2,,,,
4.03E-05,9,4.03E-05,-1.2,,,,
4.04E-05,9.4,4.04E-05,-1.2,,,,
4.05E-05,9,4.05E-05,-1.2,,,,
4.06E-05,9.4,4.06E-05,-1.4,,,,
4.07E-05,9.2,4.07E-05,-1.2,,,,
4.08E-05,9.2,4.08E-05,-1.6,,,,
4.09E-05,9,4.09E-05,-1.8,,,,
4.10E-05,9,4.10E-05,-1.6,,,,
4.11E-05,8.8,4.11E-05,-1.8,,,,
4.12E-05,9.2,4.12E-05,-1.8,,,,
4.13E-05,9.2,4.13E-05,-1.6,,,,
4.14E-05,9,4.14E-05,-2.2,,,,
4.15E-05,9.2,4.15E-05,-2.4,,,,
4.16E-05,9,4.16E-05,-2,,,,
4.17E-05,8.8,4.17E-05,-2.4,,,,
4.18E-05,8.8,4.18E-05,-2,,,,
4.19E-05,9,4.19E-05,-2.2,,,,
4.20E-05,9,4.20E-05,-2.2,,,,
4.21E-05,8.8,4.21E-05,-2.4,,,,
4.22E-05,9,4.22E-05,-2.4,,,,
4.23E-05,8.8,4.23E-05,-2.6,,,,
4.24E-05,9.2,4.24E-05,-2.6,,,,
4.25E-05,8.8,4.25E-05,-2.2,,,,
4.26E-05,8.8,4.26E-05,-2.6,,,,
4.27E-05,9,4.27E-05,-2.6,,,,
4.28E-05,8.8,4.28E-05,-2.6,,,,
4.29E-05,8.8,4.29E-05,-2.8,,,,
4.30E-05,8.8,4.30E-05,-2.6,,,,
4.31E-05,8.8,4.31E-05,-3,,,,
4.32E-05,8.6,4.32E-05,-3,,,,
4.33E-05,8.8,4.33E-05,-3.2,,,,
4.34E-05,8.8,4.34E-05,-3.2,,,,
4.35E-05,8.8,4.35E-05,-3.2,,,,
4.36E-05,8.8,4.36E-05,-3,,,,
4.37E-05,8.8,4.37E-05,-3.2,,,,
4.38E-05,8.8,4.38E-05,-3.2,,,,
4.39E-05,8.8,4.39E-05,-3.2,,,,
4.40E-05,8.6,4.40E-05,-3.4,,,,
4.41E-05,8.4,4.41E-05,-3.4,,,,
4.42E-05,8.4,4.42E-05,-3.2,,,,
4.43E-05,8.4,4.43E-05,-3.4,,,,
4.44E-05,8.8,4.44E-05,-3.4,,,,
4.45E-05,8.4,4.45E-05,-3.6,,,,
4.46E-05,8.6,4.46E-05,-3.4,,,,
4.47E-05,8.6,4.47E-05,-3.6,,,,
4.48E-05,8.6,4.48E-05,-3.8,,,,
4.49E-05,8.4,4.49E-05,-3.8,,,,
4.50E-05,8.4,4.50E-05,-3.8,,,,
4.51E-05,8.2,4.51E-05,-3.8,,,,
4.52E-05,8.2,4.52E-05,-3.6,,,,
4.53E-05,8.4,4.53E-05,-3.8,,,,
4.54E-05,8.6,4.54E-05,-4,,,,
4.55E-05,8.2,4.55E-05,-4,,,,
4.56E-05,8.2,4.56E-05,-4.2,,,,
4.57E-05,8.2,4.57E-05,-4,,,,
4.58E-05,8,4.58E-05,-4,,,,
4.59E-05,7.8,4.59E-05,-4,,,,
4.60E-05,8.2,4.60E-05,-4.2,,,,
4.61E-05,7.8,4.61E-05,-4.4,,,,
4.62E-05,8,4.62E-05,-4.4,,,,
4.63E-05,8,4.63E-05,-4.6,,,,
4.64E-05,8.2,4.64E-05,-4.6,,,,
4.65E-05,7.8,4.65E-05,-4.8,,,,
4.66E-05,8,4.66E-05,-4.8,,,,
4.67E-05,8,4.67E-05,-4.8,,,,
4.68E-05,7.8,4.68E-05,-4.4,,,,
4.69E-05,7.8,4.69E-05,-4.4,,,,
4.70E-05,7.8,4.70E-05,-4.6,,,,
4.71E-05,7.8,4.71E-05,-4.4,,,,
4.72E-05,7.8,4.72E-05,-5,,,,
4.73E-05,7.8,4.73E-05,-4.8,,,,
4.74E-05,7.6,4.74E-05,-4.6,,,,
4.75E-05,7.6,4.75E-05,-5,,,,
4.76E-05,7.6,4.76E-05,-5,,,,
4.77E-05,7.6,4.77E-05,-5.2,,,,
4.78E-05,7.4,4.78E-05,-4.8,,,,
4.79E-05,7.4,4.79E-05,-5,,,,
4.80E-05,7.4,4.80E-05,-5.2,,,,
4.81E-05,7.4,4.81E-05,-5.2,,,,
4.82E-05,7.4,4.82E-05,-5.2,,,,
4.83E-05,7.2,4.83E-05,-5.6,,,,
4.84E-05,7.4,4.84E-05,-5,,,,
4.85E-05,7,4.85E-05,-5.4,,,,
4.86E-05,7,4.86E-05,-5.4,,,,
4.87E-05,7.4,4.87E-05,-5.4,,,,
4.88E-05,7.2,4.88E-05,-5.2,,,,
4.89E-05,7,4.89E-05,-5.4,,,,
4.90E-05,6.8,4.90E-05,-5.6,,,,
4.91E-05,6.8,4.91E-05,-5.8,,,,
4.92E-05,7,4.92E-05,-5.4,,,,
4.93E-05,6.8,4.93E-05,-5.6,,,,
4.94E-05,6.8,4.94E-05,-5.6,,,,
4.95E-05,7,4.95E-05,-5.6,,,,
4.96E-05,7,4.96E-05,-6,,,,
4.97E-05,7,4.97E-05,-5.4,,,,
4.98E-05,6.8,4.98E-05,-6.4,,,,
