Time - Plot 0,Input,Output
0,-1.48,-0.84
1.00E-07,-1.48,-0.88
2.00E-07,-1.44,-0.8
3.00E-07,-1.48,-0.8
4.00E-07,-1.44,-0.76
5.00E-07,-1.56,-0.76
6.00E-07,-1.48,-0.76
7.00E-07,-1.44,-0.8
8.00E-07,-1.48,-0.8
9.00E-07,-1.4,-0.76
1.00E-06,-1.48,-0.76
1.10E-06,-1.48,-0.8
1.20E-06,-1.52,-0.76
1.30E-06,-1.48,-0.76
1.40E-06,-1.48,-0.76
1.50E-06,-1.44,-0.76
1.60E-06,-1.48,-0.8
1.70E-06,-1.52,-0.84
1.80E-06,-1.48,-0.76
1.90E-06,-1.44,-0.76
2.00E-06,-1.44,-0.8
2.10E-06,-1.4,-0.76
2.20E-06,-1.44,-0.76
2.30E-06,-1.44,-0.8
2.40E-06,-1.52,-0.8
2.50E-06,-1.44,-0.8
2.60E-06,-1.44,-0.76
2.70E-06,-1.4,-0.8
2.80E-06,-1.44,-0.8
2.90E-06,-1.48,-0.8
3.00E-06,-1.44,-0.8
3.10E-06,-1.36,-0.76
3.20E-06,-1.52,-0.76
3.30E-06,-1.4,-0.76
3.40E-06,-1.48,-0.8
3.50E-06,-1.44,-0.76
3.60E-06,-1.44,-0.76
3.70E-06,-1.36,-0.76
3.80E-06,-1.44,-0.76
3.90E-06,-1.44,-0.8
4.00E-06,-1.48,-0.76
4.10E-06,-1.44,-0.76
4.20E-06,-1.48,-0.76
4.30E-06,-1.44,-0.76
4.40E-06,-1.44,-0.72
4.50E-06,-1.4,-0.72
4.60E-06,-1.36,-0.72
4.70E-06,-1.48,-0.76
4.80E-06,-1.48,-0.68
4.90E-06,-1.44,-0.76
5.00E-06,-1.44,-0.76
5.10E-06,-1.4,-0.68
5.20E-06,-1.4,-0.68
5.30E-06,-1.44,-0.76
5.40E-06,-1.4,-0.68
5.50E-06,-1.36,-0.76
5.60E-06,-1.36,-0.72
5.70E-06,-1.4,-0.72
5.80E-06,-1.44,-0.72
5.90E-06,-1.44,-0.72
6.00E-06,-1.44,-0.68
6.10E-06,-1.36,-0.76
6.20E-06,-1.4,-0.72
6.30E-06,-1.4,-0.68
6.40E-06,-1.4,-0.64
6.50E-06,-1.4,-0.72
6.60E-06,-1.4,-0.76
6.70E-06,-1.4,-0.76
6.80E-06,-1.36,-0.72
6.90E-06,-1.4,-0.68
7.00E-06,-1.4,-0.68
7.10E-06,-1.4,-0.72
7.20E-06,-1.4,-0.6
7.30E-06,-1.32,-0.72
7.40E-06,-1.36,-0.64
7.50E-06,-1.28,-0.6
7.60E-06,-1.36,-0.64
7.70E-06,-1.4,-0.68
7.80E-06,-1.36,-0.6
7.90E-06,-1.28,-0.64
8.00E-06,-1.36,-0.6
8.10E-06,-1.28,-0.6
8.20E-06,-1.36,-0.6
8.30E-06,-1.32,-0.72
8.40E-06,-1.24,-0.56
8.50E-06,-1.28,-0.64
8.60E-06,-1.32,-0.6
8.70E-06,-1.28,-0.6
8.80E-06,-1.32,-0.64
8.90E-06,-1.2,-0.6
9.00E-06,-1.28,-0.52
9.10E-06,-1.28,-0.68
9.20E-06,-1.28,-0.64
9.30E-06,-1.24,-0.68
9.40E-06,-1.24,-0.6
9.50E-06,-1.24,-0.56
9.60E-06,-1.24,-0.52
9.70E-06,-1.2,-0.56
9.80E-06,-1.24,-0.56
9.90E-06,-1.28,-0.64
1.00E-05,-1.24,-0.64
1.01E-05,-1.24,-0.6
1.02E-05,-1.24,-0.6
1.03E-05,-1.2,-0.56
1.04E-05,-1.28,-0.52
1.05E-05,-1.24,-0.56
1.06E-05,-1.24,-0.52
1.07E-05,-1.2,-0.6
1.08E-05,-1.12,-0.52
1.09E-05,-1.2,-0.52
1.10E-05,-1.2,-0.52
1.11E-05,-1.2,-0.52
1.12E-05,-1.24,-0.48
1.13E-05,-1.12,-0.52
1.14E-05,-1.16,-0.48
1.15E-05,-1.2,-0.52
1.16E-05,-1.16,-0.56
1.17E-05,-1.2,-0.48
1.18E-05,-1.12,-0.52
1.19E-05,-1.12,-0.48
1.20E-05,-1.08,-0.44
1.21E-05,-1.12,-0.52
1.22E-05,-1.16,-0.48
1.23E-05,-1.08,-0.44
1.24E-05,-1.12,-0.44
1.25E-05,-1.16,-0.48
1.26E-05,-1,-0.44
1.27E-05,-1.08,-0.48
1.28E-05,-1.08,-0.36
1.29E-05,-1.04,-0.44
1.30E-05,-1.04,-0.36
1.31E-05,-1.04,-0.44
1.32E-05,-1.08,-0.4
1.33E-05,-1.12,-0.44
1.34E-05,-1.04,-0.32
1.35E-05,-1,-0.4
1.36E-05,-1.08,-0.36
1.37E-05,-0.92,-0.32
1.38E-05,-1.08,-0.36
1.39E-05,-1.04,-0.44
1.40E-05,-0.96,-0.36
1.41E-05,-1,-0.32
1.42E-05,-0.96,-0.36
1.43E-05,-1.04,-0.32
1.44E-05,-1,-0.36
1.45E-05,-0.88,-0.32
1.46E-05,-1.04,-0.28
1.47E-05,-0.96,-0.28
1.48E-05,-1.08,-0.28
1.49E-05,-0.92,-0.32
1.50E-05,-0.88,-0.24
1.51E-05,-1,-0.32
1.52E-05,-0.92,-0.28
1.53E-05,-0.92,-0.28
1.54E-05,-0.88,-0.28
1.55E-05,-0.88,-0.28
1.56E-05,-0.96,-0.24
1.57E-05,-0.92,-0.28
1.58E-05,-0.88,-0.16
1.59E-05,-0.96,-0.24
1.60E-05,-0.84,-0.2
1.61E-05,-0.88,-0.24
1.62E-05,-0.84,-0.2
1.63E-05,-0.88,-0.24
1.64E-05,-0.84,-0.16
1.65E-05,-0.84,-0.2
1.66E-05,-0.8,-0.2
1.67E-05,-0.84,-0.24
1.68E-05,-0.76,-0.2
1.69E-05,-0.8,-0.16
1.70E-05,-0.84,-0.16
1.71E-05,-0.76,-0.2
1.72E-05,-0.8,-0.12
1.73E-05,-0.84,-0.08
1.74E-05,-0.8,-0.16
1.75E-05,-0.8,-0.12
1.76E-05,-0.8,-0.08
1.77E-05,-0.8,-0.16
1.78E-05,-0.8,-0.08
1.79E-05,-0.76,0
1.80E-05,-0.72,-0.04
1.81E-05,-0.76,-0.16
1.82E-05,-0.72,-0.12
1.83E-05,-0.72,-0.04
1.84E-05,-0.68,-0.12
1.85E-05,-0.64,-0.08
1.86E-05,-0.68,-0.08
1.87E-05,-0.64,-0.12
1.88E-05,-0.56,-0.08
1.89E-05,-0.64,-0.04
1.90E-05,-0.64,-0.04
1.91E-05,-0.68,0
1.92E-05,-0.56,-0.08
1.93E-05,-0.6,-0.08
1.94E-05,-0.6,0
1.95E-05,-0.6,0
1.96E-05,-0.56,0.04
1.97E-05,-0.52,-0.04
1.98E-05,-0.56,0
1.99E-05,-0.56,-0.08
2.00E-05,-0.56,0
2.01E-05,-0.56,0
2.02E-05,-0.52,0
2.03E-05,-0.56,0.04
2.04E-05,-0.52,0
2.05E-05,-0.48,0
2.06E-05,-0.52,0
2.07E-05,-0.48,0
2.08E-05,-0.52,0.04
2.09E-05,-0.52,0
2.10E-05,-0.52,0.04
2.11E-05,-0.44,0.04
2.12E-05,-0.48,0.04
2.13E-05,-0.44,0
2.14E-05,-0.44,0
2.15E-05,-0.48,-0.04
2.16E-05,-0.36,0
2.17E-05,-0.4,0.04
2.18E-05,-0.36,-0.04
2.19E-05,-0.44,0.04
2.20E-05,-0.4,0
2.21E-05,-0.36,0.04
2.22E-05,-0.44,0
2.23E-05,-0.32,0.04
2.24E-05,-0.28,0.04
2.25E-05,-0.28,0
2.26E-05,-0.32,0
2.27E-05,-0.36,0
2.28E-05,-0.32,-0.04
2.29E-05,-0.28,0.04
2.30E-05,-0.32,0.04
2.31E-05,-0.28,0
2.32E-05,-0.32,-0.04
2.33E-05,-0.28,0
2.34E-05,-0.28,0
2.35E-05,-0.2,0
2.36E-05,-0.16,0.04
2.37E-05,-0.2,-0.04
2.38E-05,-0.28,0
2.39E-05,-0.24,0
2.40E-05,-0.2,0
2.41E-05,-0.16,0
2.42E-05,-0.2,0.08
2.43E-05,-0.2,-0.04
2.44E-05,-0.12,0.04
2.45E-05,-0.24,0
2.46E-05,-0.2,0
2.47E-05,-0.16,-0.04
2.48E-05,-0.12,0.04
2.49E-05,-0.12,0.04
2.50E-05,-0.16,0
2.51E-05,-0.16,0.04
2.52E-05,-0.12,-0.04
2.53E-05,-0.08,0
2.54E-05,-0.08,0.04
2.55E-05,-0.04,0
2.56E-05,-0.12,0
2.57E-05,-0.08,0.04
2.58E-05,-0.08,0
2.59E-05,0,0
2.60E-05,0,0
2.61E-05,-0.04,0
2.62E-05,-0.08,-0.08
2.63E-05,0,0
2.64E-05,-0.04,-0.04
2.65E-05,0,-0.04
2.66E-05,0,0
2.67E-05,0.04,0
2.68E-05,0,-0.04
2.69E-05,0.04,0.08
2.70E-05,0,0
2.71E-05,0.08,0.04
2.72E-05,0,0
2.73E-05,0.08,0
2.74E-05,0.08,0.04
2.75E-05,0.12,0
2.76E-05,0.04,0
2.77E-05,0.12,0.08
2.78E-05,0.08,0.12
2.79E-05,0.16,0.08
2.80E-05,0.12,-0.04
2.81E-05,0.2,-0.08
2.82E-05,0.16,0.12
2.83E-05,0.12,0.04
2.84E-05,0.16,0
2.85E-05,0.2,0.04
2.86E-05,0.16,0
2.87E-05,0.28,0.04
2.88E-05,0.24,0.04
2.89E-05,0.28,-0.04
2.90E-05,0.2,0.04
2.91E-05,0.24,-0.04
2.92E-05,0.28,-0.04
2.93E-05,0.24,0.08
2.94E-05,0.28,0.04
2.95E-05,0.32,0.08
2.96E-05,0.28,-0.04
2.97E-05,0.28,-0.04
2.98E-05,0.24,-0.04
2.99E-05,0.32,0.04
3.00E-05,0.28,0.04
3.01E-05,0.32,0
3.02E-05,0.32,-0.04
3.03E-05,0.4,0
3.04E-05,0.32,0.04
3.05E-05,0.36,0.04
3.06E-05,0.32,0.04
3.07E-05,0.36,0
3.08E-05,0.36,0.04
3.09E-05,0.36,0
3.10E-05,0.4,0.04
3.11E-05,0.44,0
3.12E-05,0.4,0.04
3.13E-05,0.4,-0.04
3.14E-05,0.44,-0.04
3.15E-05,0.4,-0.04
3.16E-05,0.44,0
3.17E-05,0.48,0
3.18E-05,0.44,-0.04
3.19E-05,0.48,0
3.20E-05,0.44,0.04
3.21E-05,0.48,0
3.22E-05,0.52,0
3.23E-05,0.52,0
3.24E-05,0.52,0.04
3.25E-05,0.6,0
3.26E-05,0.48,0.04
3.27E-05,0.56,0
3.28E-05,0.56,0
3.29E-05,0.56,-0.04
3.30E-05,0.52,0
3.31E-05,0.56,-0.04
3.32E-05,0.56,0.04
3.33E-05,0.56,0
3.34E-05,0.64,0
3.35E-05,0.64,0.04
3.36E-05,0.56,0
3.37E-05,0.68,0
3.38E-05,0.64,0.04
3.39E-05,0.64,0
3.40E-05,0.6,0.04
3.41E-05,0.6,0.08
3.42E-05,0.68,0.04
3.43E-05,0.8,0.08
3.44E-05,0.64,0.08
3.45E-05,0.68,0.04
3.46E-05,0.64,0.08
3.47E-05,0.68,0.12
3.48E-05,0.72,0.08
3.49E-05,0.72,0.08
3.50E-05,0.72,0.16
3.51E-05,0.72,0.12
3.52E-05,0.76,0.12
3.53E-05,0.8,0.16
3.54E-05,0.72,0.16
3.55E-05,0.72,0.2
3.56E-05,0.76,0.16
3.57E-05,0.76,0.2
3.58E-05,0.72,0.16
3.59E-05,0.84,0.12
3.60E-05,0.72,0.24
3.61E-05,0.84,0.24
3.62E-05,0.8,0.2
3.63E-05,0.84,0.2
3.64E-05,0.88,0.24
3.65E-05,0.84,0.2
3.66E-05,0.8,0.2
3.67E-05,0.92,0.2
3.68E-05,0.88,0.24
3.69E-05,0.88,0.2
3.70E-05,0.88,0.24
3.71E-05,0.8,0.28
3.72E-05,0.84,0.32
3.73E-05,0.88,0.24
3.74E-05,0.88,0.24
3.75E-05,0.88,0.24
3.76E-05,0.88,0.36
3.77E-05,0.92,0.32
3.78E-05,0.88,0.36
3.79E-05,0.96,0.24
3.80E-05,0.96,0.24
3.81E-05,0.92,0.36
3.82E-05,0.96,0.32
3.83E-05,0.96,0.32
3.84E-05,0.96,0.32
3.85E-05,1,0.36
3.86E-05,1,0.36
3.87E-05,1.04,0.36
3.88E-05,1,0.32
3.89E-05,1,0.32
3.90E-05,0.96,0.28
3.91E-05,1.08,0.32
3.92E-05,0.96,0.44
3.93E-05,1.04,0.44
3.94E-05,1,0.4
3.95E-05,1.08,0.36
3.96E-05,1.04,0.4
3.97E-05,1,0.36
3.98E-05,1.04,0.44
3.99E-05,1.08,0.44
4.00E-05,1.08,0.4
4.01E-05,1.08,0.44
4.02E-05,1.08,0.44
4.03E-05,1.08,0.44
4.04E-05,1.08,0.4
4.05E-05,1.16,0.44
4.06E-05,1.12,0.44
4.07E-05,1.04,0.48
4.08E-05,1.04,0.44
4.09E-05,1.12,0.48
4.10E-05,1.08,0.44
4.11E-05,1.16,0.48
4.12E-05,1.04,0.48
4.13E-05,1.12,0.4
4.14E-05,1.08,0.48
4.15E-05,1.16,0.44
4.16E-05,1.12,0.48
4.17E-05,1.2,0.44
4.18E-05,1.16,0.48
4.19E-05,1.2,0.52
4.20E-05,1.12,0.52
4.21E-05,1.24,0.52
4.22E-05,1.2,0.48
4.23E-05,1.2,0.48
4.24E-05,1.16,0.48
4.25E-05,1.16,0.56
4.26E-05,1.2,0.56
4.27E-05,1.24,0.56
4.28E-05,1.2,0.6
4.29E-05,1.24,0.56
4.30E-05,1.2,0.48
4.31E-05,1.24,0.6
4.32E-05,1.24,0.52
4.33E-05,1.28,0.56
4.34E-05,1.32,0.6
4.35E-05,1.24,0.52
4.36E-05,1.24,0.56
4.37E-05,1.2,0.56
4.38E-05,1.2,0.56
4.39E-05,1.32,0.56
4.40E-05,1.24,0.6
4.41E-05,1.28,0.56
4.42E-05,1.32,0.56
4.43E-05,1.24,0.6
4.44E-05,1.24,0.6
4.45E-05,1.24,0.6
4.46E-05,1.28,0.6
4.47E-05,1.28,0.6
4.48E-05,1.32,0.6
4.49E-05,1.28,0.6
4.50E-05,1.24,0.64
4.51E-05,1.32,0.56
4.52E-05,1.24,0.64
4.53E-05,1.32,0.64
4.54E-05,1.28,0.64
4.55E-05,1.32,0.64
4.56E-05,1.24,0.64
4.57E-05,1.32,0.64
4.58E-05,1.32,0.68
4.59E-05,1.32,0.68
4.60E-05,1.28,0.68
4.61E-05,1.36,0.68
4.62E-05,1.32,0.6
4.63E-05,1.36,0.64
4.64E-05,1.36,0.64
4.65E-05,1.32,0.64
4.66E-05,1.36,0.64
4.67E-05,1.36,0.68
4.68E-05,1.32,0.68
4.69E-05,1.4,0.68
4.70E-05,1.28,0.72
4.71E-05,1.32,0.76
4.72E-05,1.32,0.68
4.73E-05,1.32,0.64
4.74E-05,1.36,0.72
4.75E-05,1.4,0.76
4.76E-05,1.36,0.76
4.77E-05,1.4,0.72
4.78E-05,1.36,0.72
4.79E-05,1.36,0.56
4.80E-05,1.36,0.72
4.81E-05,1.36,0.64
4.82E-05,1.36,0.68
4.83E-05,1.4,0.68
4.84E-05,1.4,0.68
4.85E-05,1.4,0.72
4.86E-05,1.4,0.76
4.87E-05,1.4,0.68
4.88E-05,1.36,0.76
4.89E-05,1.4,0.68
4.90E-05,1.4,0.68
4.91E-05,1.36,0.72
4.92E-05,1.36,0.76
4.93E-05,1.48,0.8
4.94E-05,1.4,0.64
4.95E-05,1.4,0.64
4.96E-05,1.4,0.64
4.97E-05,1.36,0.64
4.98E-05,1.4,0.68
4.99E-05,1.44,0.72
5.00E-05,1.4,0.76
5.01E-05,1.4,0.72
5.02E-05,1.4,0.64
5.03E-05,1.36,0.72
5.04E-05,1.4,0.72
5.05E-05,1.44,0.72
5.06E-05,1.36,0.68
5.07E-05,1.36,0.72
5.08E-05,1.4,0.68
5.09E-05,1.36,0.72
5.10E-05,1.4,0.72
5.11E-05,1.4,0.68
5.12E-05,1.36,0.68
5.13E-05,1.32,0.76
5.14E-05,1.4,0.68
5.15E-05,1.36,0.72
5.16E-05,1.4,0.72
5.17E-05,1.4,0.72
5.18E-05,1.4,0.72
5.19E-05,1.44,0.72
5.20E-05,1.4,0.68
5.21E-05,1.36,0.72
5.22E-05,1.4,0.72
5.23E-05,1.4,0.72
5.24E-05,1.4,0.72
5.25E-05,1.4,0.68
5.26E-05,1.4,0.72
5.27E-05,1.36,0.76
5.28E-05,1.36,0.72
5.29E-05,1.4,0.6
5.30E-05,1.44,0.68
5.31E-05,1.4,0.72
5.32E-05,1.44,0.68
5.33E-05,1.48,0.72
5.34E-05,1.36,0.64
5.35E-05,1.44,0.68
5.36E-05,1.36,0.72
5.37E-05,1.36,0.64
5.38E-05,1.4,0.72
5.39E-05,1.28,0.76
5.40E-05,1.4,0.6
5.41E-05,1.44,0.72
5.42E-05,1.36,0.68
5.43E-05,1.32,0.72
5.44E-05,1.28,0.68
5.45E-05,1.32,0.68
5.46E-05,1.36,0.72
5.47E-05,1.32,0.68
5.48E-05,1.4,0.68
5.49E-05,1.36,0.68
5.50E-05,1.32,0.68
5.51E-05,1.36,0.68
5.52E-05,1.32,0.72
5.53E-05,1.32,0.72
5.54E-05,1.36,0.68
5.55E-05,1.32,0.64
5.56E-05,1.32,0.64
5.57E-05,1.32,0.72
5.58E-05,1.28,0.68
5.59E-05,1.32,0.68
5.60E-05,1.28,0.72
5.61E-05,1.32,0.64
5.62E-05,1.36,0.64
5.63E-05,1.28,0.6
5.64E-05,1.32,0.64
5.65E-05,1.36,0.68
5.66E-05,1.28,0.68
5.67E-05,1.36,0.64
5.68E-05,1.32,0.6
5.69E-05,1.24,0.64
5.70E-05,1.24,0.64
5.71E-05,1.28,0.64
5.72E-05,1.32,0.6
5.73E-05,1.28,0.6
5.74E-05,1.28,0.64
5.75E-05,1.2,0.68
5.76E-05,1.24,0.64
5.77E-05,1.32,0.6
5.78E-05,1.28,0.52
5.79E-05,1.32,0.64
5.80E-05,1.32,0.56
5.81E-05,1.24,0.56
5.82E-05,1.24,0.56
5.83E-05,1.28,0.56
5.84E-05,1.28,0.6
5.85E-05,1.32,0.56
5.86E-05,1.24,0.56
5.87E-05,1.2,0.6
5.88E-05,1.24,0.52
5.89E-05,1.32,0.52
5.90E-05,1.16,0.6
5.91E-05,1.24,0.64
5.92E-05,1.24,0.64
5.93E-05,1.28,0.48
5.94E-05,1.24,0.52
5.95E-05,1.2,0.44
5.96E-05,1.2,0.52
5.97E-05,1.2,0.52
5.98E-05,1.16,0.52
5.99E-05,1.2,0.52
6.00E-05,1.16,0.56
6.01E-05,1.2,0.52
6.02E-05,1.16,0.56
6.03E-05,1.16,0.48
6.04E-05,1.16,0.44
6.05E-05,1.16,0.52
6.06E-05,1.08,0.48
6.07E-05,1.2,0.52
6.08E-05,1.12,0.44
6.09E-05,1.16,0.44
6.10E-05,1.12,0.48
6.11E-05,1.12,0.4
6.12E-05,1.08,0.4
6.13E-05,1.12,0.48
6.14E-05,1.12,0.44
6.15E-05,1.16,0.44
6.16E-05,1.12,0.44
6.17E-05,1.08,0.48
6.18E-05,1.04,0.44
6.19E-05,1.16,0.44
6.20E-05,1.08,0.44
6.21E-05,1.08,0.44
6.22E-05,1.08,0.4
6.23E-05,1.08,0.4
6.24E-05,1.08,0.4
6.25E-05,1.08,0.4
6.26E-05,1,0.4
6.27E-05,1.04,0.36
6.28E-05,1.04,0.32
6.29E-05,1.04,0.44
6.30E-05,1.04,0.32
6.31E-05,1.04,0.4
6.32E-05,1.08,0.4
6.33E-05,1,0.32
6.34E-05,1,0.32
6.35E-05,1,0.36
6.36E-05,0.96,0.32
6.37E-05,0.96,0.28
6.38E-05,0.92,0.4
6.39E-05,1,0.32
6.40E-05,1.04,0.32
6.41E-05,0.88,0.32
6.42E-05,0.88,0.32
6.43E-05,0.84,0.28
6.44E-05,0.92,0.28
6.45E-05,0.92,0.32
6.46E-05,0.92,0.28
6.47E-05,0.88,0.28
6.48E-05,0.92,0.32
6.49E-05,0.92,0.28
6.50E-05,0.84,0.32
6.51E-05,0.88,0.28
6.52E-05,0.84,0.2
6.53E-05,0.84,0.24
6.54E-05,0.84,0.28
6.55E-05,0.8,0.2
6.56E-05,0.84,0.2
6.57E-05,0.84,0.24
6.58E-05,0.84,0.2
6.59E-05,0.8,0.2
6.60E-05,0.84,0.24
6.61E-05,0.76,0.24
6.62E-05,0.84,0.2
6.63E-05,0.84,0.2
6.64E-05,0.8,0.16
6.65E-05,0.76,0.24
6.66E-05,0.76,0.12
6.67E-05,0.76,0.16
6.68E-05,0.72,0.12
6.69E-05,0.76,0.16
6.70E-05,0.76,0.12
6.71E-05,0.68,0.16
6.72E-05,0.68,0.12
6.73E-05,0.68,0.16
6.74E-05,0.68,0.16
6.75E-05,0.76,0.2
6.76E-05,0.72,0.04
6.77E-05,0.68,0.04
6.78E-05,0.68,0.16
6.79E-05,0.64,0.12
6.80E-05,0.64,0.08
6.81E-05,0.68,0.08
6.82E-05,0.6,0.04
6.83E-05,0.68,0.04
6.84E-05,0.64,0.12
6.85E-05,0.68,0.08
6.86E-05,0.6,0.04
6.87E-05,0.64,0
6.88E-05,0.64,0
6.89E-05,0.6,0.08
6.90E-05,0.52,0.12
6.91E-05,0.6,0.08
6.92E-05,0.6,0.04
6.93E-05,0.56,0
6.94E-05,0.56,-0.04
6.95E-05,0.56,0.04
6.96E-05,0.56,0
6.97E-05,0.52,0
6.98E-05,0.52,0.04
6.99E-05,0.52,0
7.00E-05,0.48,-0.04
7.01E-05,0.52,0.04
7.02E-05,0.48,0.04
7.03E-05,0.48,0
7.04E-05,0.4,-0.04
7.05E-05,0.44,0
7.06E-05,0.44,0
7.07E-05,0.48,0
7.08E-05,0.44,0
7.09E-05,0.4,-0.04
7.10E-05,0.4,0
7.11E-05,0.36,0
7.12E-05,0.44,0
7.13E-05,0.44,0
7.14E-05,0.4,0
7.15E-05,0.44,0
7.16E-05,0.32,-0.04
7.17E-05,0.36,0
7.18E-05,0.32,0
7.19E-05,0.36,0
7.20E-05,0.36,0
7.21E-05,0.36,-0.04
7.22E-05,0.28,0.04
7.23E-05,0.36,0.04
7.24E-05,0.24,-0.04
7.25E-05,0.24,0.04
7.26E-05,0.24,-0.04
7.27E-05,0.28,-0.04
7.28E-05,0.24,0
7.29E-05,0.24,0
7.30E-05,0.28,0
7.31E-05,0.36,0.08
7.32E-05,0.2,-0.04
7.33E-05,0.24,0
7.34E-05,0.2,0
7.35E-05,0.2,0
7.36E-05,0.2,0
7.37E-05,0.16,0.04
7.38E-05,0.2,0
7.39E-05,0.28,0
7.40E-05,0.12,0
7.41E-05,0.16,-0.04
7.42E-05,0.04,-0.04
7.43E-05,0.16,0
7.44E-05,0.08,0
7.45E-05,0.12,-0.04
7.46E-05,0.04,0
7.47E-05,0.12,0
7.48E-05,0.04,0
7.49E-05,0.12,-0.04
7.50E-05,0,0
7.51E-05,0.04,0
7.52E-05,0.08,0.04
7.53E-05,0.04,0
7.54E-05,0.04,0
7.55E-05,0.04,0.04
7.56E-05,0,0
7.57E-05,0.04,0
7.58E-05,0,0.04
7.59E-05,-0.04,0
7.60E-05,0,0
7.61E-05,0,0.04
7.62E-05,0,0.04
7.63E-05,0,0.04
7.64E-05,-0.04,0
7.65E-05,0,-0.04
7.66E-05,-0.08,-0.04
7.67E-05,-0.12,0.08
7.68E-05,-0.12,0
7.69E-05,-0.08,0.04
7.70E-05,-0.12,0
7.71E-05,-0.16,-0.04
7.72E-05,-0.12,0.04
7.73E-05,-0.16,0.12
7.74E-05,-0.16,0.08
7.75E-05,-0.16,0
7.76E-05,-0.12,-0.08
7.77E-05,-0.2,0
7.78E-05,-0.24,-0.04
7.79E-05,-0.16,0
7.80E-05,-0.16,0
7.81E-05,-0.16,-0.04
7.82E-05,-0.16,0
7.83E-05,-0.16,0
7.84E-05,-0.24,0
7.85E-05,-0.32,0
7.86E-05,-0.2,-0.04
7.87E-05,-0.16,0.04
7.88E-05,-0.32,0.04
7.89E-05,-0.2,0.08
7.90E-05,-0.32,0.08
7.91E-05,-0.28,-0.04
7.92E-05,-0.28,0.04
7.93E-05,-0.32,-0.04
7.94E-05,-0.24,0.08
7.95E-05,-0.32,0
7.96E-05,-0.32,0
7.97E-05,-0.36,0.04
7.98E-05,-0.36,0.04
7.99E-05,-0.32,0
8.00E-05,-0.4,0
8.01E-05,-0.32,0
8.02E-05,-0.36,0
8.03E-05,-0.44,0
8.04E-05,-0.44,0.04
8.05E-05,-0.4,0
8.06E-05,-0.44,-0.04
8.07E-05,-0.48,0.04
8.08E-05,-0.48,0
8.09E-05,-0.48,-0.08
8.10E-05,-0.44,0
8.11E-05,-0.44,0
8.12E-05,-0.4,0.04
8.13E-05,-0.52,0
8.14E-05,-0.44,0
8.15E-05,-0.48,-0.04
8.16E-05,-0.52,0
8.17E-05,-0.48,0
8.18E-05,-0.48,0
8.19E-05,-0.52,0.04
8.20E-05,-0.48,-0.04
8.21E-05,-0.6,0
8.22E-05,-0.52,-0.04
8.23E-05,-0.52,0.04
8.24E-05,-0.52,0
8.25E-05,-0.6,0
8.26E-05,-0.6,-0.04
8.27E-05,-0.6,-0.04
8.28E-05,-0.6,0
8.29E-05,-0.56,0.04
8.30E-05,-0.56,0
8.31E-05,-0.64,-0.08
8.32E-05,-0.6,-0.08
8.33E-05,-0.6,-0.04
8.34E-05,-0.68,-0.08
8.35E-05,-0.72,-0.04
8.36E-05,-0.68,-0.04
8.37E-05,-0.72,-0.08
8.38E-05,-0.56,-0.04
8.39E-05,-0.76,-0.04
8.40E-05,-0.76,-0.08
8.41E-05,-0.8,-0.08
